location_name,sdi_value,sdi_group,high_quality_vr,total_rate,total_deaths,frontier_main,gap_main,avoid_main,frontier_hq,gap_hq,avoid_hq
Kuwait,0.877142895,High,TRUE,61.99049597095353,154.750058380443,12.044941446207467,49.945554524746065,124.68165252572933,12.57253126364859,49.41796470730494,123.36460297206554
Equatorial Guinea,0.646241526,Middle,FALSE,99.53687742831083,202.6161346883521,28.43880502947642,71.0980723988344,144.72642688253666,41.72512304095477,57.81175438735606,117.68094917338468
Dominican Republic,0.658091059,Middle,FALSE,51.77273111606834,526.110056225132,27.221989549109978,24.550741566958365,249.48253158992378,40.92301187287591,10.849719243192432,110.25391703338727
Romania,0.768756849,High-middle,TRUE,35.446821012344785,323.16959878119457,17.892402603694286,17.5544184086505,160.044093996048,24.08515003410408,11.361670978240706,103.58465291551141
Netherlands,0.908399773,High,TRUE,24.206419816167216,209.93612725111586,10.775281823210719,13.431137992956497,116.48484642629293,13.007020340367193,11.199399475800023,97.12954544055786
Timor-Leste,0.484532958,Low-middle,FALSE,91.73954296274496,173.69602024768693,47.753976985335235,43.98556597740973,83.28052998607971,42.54957113863824,49.18997182410672,93.13434606288494
Djibouti,0.491006575,Low-middle,FALSE,95.58935307722265,162.6970408823869,46.901337851374265,48.68801522584839,82.86901991357514,42.60075807795999,52.988594999262666,90.18878493644227
Israel,0.840929726,High,TRUE,22.847401308533588,215.31165727990836,13.719776137495542,9.127625171038046,86.01783966879279,13.819059473248418,9.02834183528517,85.0822033015511
Taiwan,0.881537661,High,FALSE,22.94287276815308,175.65988871850345,11.857239642831056,11.085633125322024,84.8760789830672,12.566637221060857,10.376235547092223,79.44464496395878
Gabon,0.631085776,Middle,FALSE,75.22748327626874,177.8672608216125,30.047811957760274,45.17967131850847,106.8224541386313,42.47412171659895,32.75336155966979,77.4417865598882
Italy,0.834438992,High,TRUE,17.770528995118017,371.0879671422514,14.046151230963638,3.7243777641543794,77.77324882953904,14.321200427204415,3.449328567913602,72.02961299713695
